,users,ratings,shorts,times
268,上上谦,5,"<教父>是青春版的黑色<圣经>,是验证几代人的性格的电影,而我们完全没有能力来鉴定它,因为<教父>在鉴定我们. --毛尖

",2008-08-01
269,大-燕-威-王,4,其实这片儿不是我喜欢的类型，唉。,2013-09-22
270,★☆☆☆☆,4,喜欢马龙白兰度的表演，此外无他,2011-01-21
271,奔奔山,4,假如麦克执掌家族事务的过程再坎坷些，故事会不会更深入人心？毕竟影片的初始，麦克被描述成一个不愿涉足家族事务的人，一旦出山便十分老道，真是有些神化了。另外，导演在片尾用几个镜头便清除掉了老教父的劲敌，有虎头蛇尾之嫌。,2009-05-31
272,布拉德痞特儿,5,早就听说了教父的大名，只可惜最近才观看了这部号称史上排名第一的电影，看过感觉的确不错，黑帮间的火拼和家族间的温情脉脉都表现的淋漓尽致。在黑帮片上无人能及。,2012-08-12
273,岛。,5,血腥的恰到好处，主角光环什么的终于木有了，一代的陨落一代的崛起，性格塑造太成功。,2014-01-29
274,-东/东/弗/斯-,5,超越原著的电影作品，镜头、细节、演技精致到无可附加，两代教父的智慧和家庭观念贯穿始终，每个人的性格都很鲜活。约翰·凯泽尔的弗雷多演得真好。,2017-04-01
275,艾薇森,2,实在看不下去，无数次开看都没坚持下来，硬着头皮打个分吧....,2017-07-01
276,tisssssssssss,5,我的个天，现在才看教父会不会遭歧视？“永远不要让你的对手知道你在想什么。。。”看似繁琐拖沓的家庭写景其实只是烘托大家庭的和谐，于是慢慢静下心来，享受这一切并在和谐瓦解时为之扼腕。,2011-01-09
277,沙力兔,5,也是断断续续看了好几个晚上才看完 don corleone出场时是背影 只听到声音就觉得是马龙白兰度了 al pacino在西西里时的场景好喜欢 好想去乡村过夏天啊 最后的纽约大清洗短短几分钟带过 却跟教堂里肃穆的洗礼片段混在一起 小小地震撼了一下我的小心灵,2014-12-03
278,alfredo,5,時隔十多年再重看這部片，感覺真是了不起的鉅作，開場戲就極為精彩。整部片寫實的基調和濃重的戲劇性風格緊密交織，劇本、場面調度和剪接堪為範本，眾傳奇巨星演出讓人目不轉睛，黑幫浪漫形像的塑造更是經典。,2006-09-20
279,飘叶随风,5,最近连着看了几部70、80年代的电影。再看到这个，完全是超越时代的故事线和摄影。,2009-08-26
280,Rapunzel,3,"看惯了节奏很快的黑帮片 再看这个有点不适应  冗长 但又觉得没部分都必不可少 毕竟是殿堂级的电影 2有200分钟 做好心理准备吧
",2012-10-11
281,Light,4,沉默的开场让我没看穿线索。越往后越明朗，但麦克的突然转型似乎有点突兀，开始时他性格的刻画显得他与家族的其他成员那样迥异那样软弱。sannio被枪击的一幕，几十颗子弹打穿胸腔，只能说导演用泄愤的方式把怜悯或者残酷表达的十分到位。人在江湖身不由己，被人操纵的耻辱让人愤怒。厚重饱满冲击感。,2012-06-17
282,amaranthiner,5,I spent my whole life trying not to be careless. Women and children can be careless. But not men.如果你说I don't care，我认为你还只是个boy，not a man。,2012-03-18
283,黎明时的东方,5,A man who doesn't spend time with his family can never be a real man.,2012-10-16
284,琪琪,5,马龙白兰度塑造的教父形象，让人印象深刻,2009-12-19
285,戎夷先生,5,各方面都近乎完美的黑帮片，被后世的无间道2，一步之遥，摩登家庭等影视剧不断致敬，尤其港片最爱借鉴。影片以麦克的成长为主线，但艾尔帕西诺在第三部才迎来自己的独秀，第一部则完全是马龙白兰度的高光时刻，手把手教后辈们如何演一个不怒自威，重情重义又心狠手辣的黑帮头目。片头撸猫对话，看大儿子尸体，麦克第一次杀人，最后教堂洗礼和手下杀人的那段交叉，教父之死等几处最为精彩。,2013-08-20
286,谢之艾,5,让想我打六星的电影，深刻，真实，震撼，细致，如何赞誉都不为过！男人的圣经！,2011-04-05
287,Q,5,看了《教父》第一部，近三小时的长度，经典就是经典，如此长度我都没打瞌睡…马龙白兰度演的真有feel啊～概括一下，我觉得这片是文艺枪战黑道片…说它文艺，是因为感觉节奏真的算慢…09-08-31,2010-09-11
288,猫,5,我最喜欢的10部片子之一  味道很不错  说多了我也说不出来,2009-12-07
289,sophia,5,“I spend my lift trying not to be careless”,2011-08-11
290,杨三月_,5,"开始疑惑是什么样的一部神片，能让影迷看二百多遍，让斯皮尔伯格看了想弃影，让汤姆汉克斯定期为它办派对……直到我点开这部三小时的影片之后，一动不动的看了两遍……这是真正属于男人的史诗级的大片。
PS.原来姜文的《一步之遥》片头和芦苇谋杀是向此片致敬，可惜学表不学里，只能是装逼。
",2017-09-07
291,t.,5,Vito 和孙子安东尼在院子里玩，结果突然心脏病发作，就这么死了，麦克上来以后一股脑杀了不少人，第二部也一样,2011-11-08
292,赤膊姑娘,5,每一处用光都在抠，这就是老电影的魅力。后半段的节奏我很喜欢~,2010-04-05
293,艾斯跳瓶,5,从此我再看瑞恩高斯林的轻声细语和狠毒眼神，就会想到阿尔帕西诺了。原来是跟他学的。,2013-08-08
294,没落的小资产者,5,无可置疑的佳作，隐忍而充满爆发力的镜头语言，低调而恢弘的光影变化，高潮迭起的剧情推动，相当完美！,2010-05-28
295,Freggieg,3,"年代问题吧 还是对这电影的感悟不够？我只看到了笃定的帕西诺
",2011-05-07
296,懒得懒了,5,看了短评果真好多人都是看不下去呀😄 都是时隔几年才能真正入戏并赞叹 我亦如此 大学时看到开头婚礼场面只觉得冗长 真的忍不了 直到十年后熬到婚礼之后这么引人入胜（我依然无法欣赏婚礼这段😄）即使在此之后的黑帮片也非常棒 但是这部片子并不因为看得晚 被后生之辈反复致敬而惊喜全无 依然有很多让人值得回味的闪光点 需要反复看反复品味 好喜欢,2019-12-16
297,未卜,5,电影比原著精彩多了，像美国往事一样卓越的电影！,2011-09-17
298,贻大宝,5,"It's never too late to see this film,coz classic always is classic,it won't change just because of passage of time. ",2012-08-25
299,以昼为夜,5,就像教父开出的那个无法拒绝的条件，科波拉联合马里奥·普佐、马龙·白兰度、阿尔·帕西诺拍出了一部令几代观众无法拒绝的电影。,2008-02-08
300,希哈。,5,只能说看着Micael的变化我很心痛。 不过，是不是时代真的过了，我不懂那些对马龙白兰度的狂热。,2011-02-06
301,Conan,5,The Power of an Old Man. 不管是戏里还是戏外。,2007-02-14
302,一起嗑妹妹,5,牛逼的人生才能成就牛逼的MARLONBRANDO啊…以后大家讲E文都这样含糊不清吧。*挖鼻孔* ,2011-11-02
303,暖暖,4,史上最牛黑帮片？我的阅历还不够，看完资深影评，才真正理解了这部电影的精神。之前心里一直把马龙白兰度这个名字勾勒成白马王子的形象，第一眼看到他却已经年岁匆匆而过，他变成睿智深沉、没有杀气没有戾气的长者，这样的黑帮老大的确能成为男人的教科书。（杰克吉伦希尔长得好像阿尔帕西诺啊,2010-09-25
304,9527·杨过与小龙女,4,先看的书。开篇第一句话是：世界上的巨大财富后面都隐藏着罪恶。好像是这句。,2006-05-28
305,[已注销],5,没有任何一部荷里活的系列电影能像这一部电影那样的不朽而伟大！,2008-03-11
306,Andrew,5,We're businessmen. We talk business. Even with people we don't like. Even with scums we despise.,2013-10-24
307,李掉掉。,5,里程碑式的黑帮史诗巨片。后来的黑帮老大形象都或多或少的模仿了马龙白兰度,2012-11-17
308,撕撕撕,5,2015-11-03重看，当年事先什么都不讲、懵着给我们放教父的大学老师真可恨啊，我至今都记得下课路上室友问我《教父》究竟好在哪儿时那张鄙夷的脸,2009-10-27
309,一二三四五六个,4,其实我想给很低的分数，因为我用现代的眼光去打量着电影，我实在觉得。。。无意冒犯，但是就算如此，它始终是经典，所以必须将自己的思想摆到40年前，4星纯粹是致敬了。可是同样是老电影，希区柯克的怎么就那么招我喜欢。但是开头20几分钟婚礼之间的一些安排，很棒。,2012-08-27
310,iidirk,4,原来阿尔帕西诺年轻的时候这么帅 喜欢洗礼和仇杀两个交错的镜头,2009-04-10
311,Eco,5,詹姆逊认为，黑手党电影投射出一种对社会矛盾的“解决办法”——不腐败、诚实、与犯罪斗争，以及最后的法律和秩序本身。,2013-06-10
312,桃不碧,4,这应该是所有男人的梦想吧，思考着教父所要思考的事情，站在教父的高度，身披教父的责任，不在乎生，不在乎死，一切凡人奔波的都是小事；而作为我，四星是因为它让我真切的感受到另一个世界的样子,2011-12-24
313,馬鹿燒#韭#,5,高处不胜寒呐！虽然不太喜欢白兰度，但他演技实在太！赞！了！,2011-05-18
314,阿花花啊,5,超级经典的片,2017-02-24
315,西瓜,4,"片子还不错，马龙·白兰度和阿尔·帕西诺的表演确实是一绝~
但是谁能告诉我，到底经典在哪？没看出来常规黑帮片的恢宏气质，剧情也不能说是完美。难道是人物刻画方面？？",2010-10-11
316,Anday,5,男人。千万不要记恨你的对手，这样会让你失去理智。,2011-06-25
317,约翰柠檬,5,以前太年轻，看了一半看不下去了。现在从头到尾看下来，一秒都不想错过。终于理解这部电影的伟大地位了。,2014-01-18
318,嘛哭当拿路哆,3,"比较完美,但没有评论界和影迷口中的那么经典.",2008-07-24
319,半袖,3,除了开头的平民许愿和麦克谈恋爱外，其它部分都觉得好赶好赶好赶，跨度太长了电影时间又太短了。没觉得特别被打动，但对那个时代的黑手党大佬做事原则印象深刻（哪怕是塑造出来的原则），虽然做坏事但是有一定底线，也慷慨帮助平民，虽然为人凶残但重视家庭，不像现在的黑帮片，除了打就是杀。20151107,2015-11-08
320,Quill,5,"""Because a man who doesn't spend time with his family can never be a real man."" 
",2009-02-22
321,心玦,4,一星给马龙白兰度，一星给电影配乐，一星给旧旧的电影色调，一星给所谓的经典。原谅我的无知，这部男性电影没有让我给出五星。,2010-11-19
322,教主饶命,4,还不错啦，比格莫拉要好看许多反正,2012-09-13
323,UrthónaD'Mors,5,永恒的,2008-03-07
324,萧湘,5,明明是一部大悲剧。,2015-04-09
325,utm,5,没有看过最好的电影就没有资格写影评,2011-02-26
326,小瓦,5,经典中的经典，因为这部电影爱上了马龙白兰度这个震人心脾的教父形象，还有电影中阿尔帕西诺的帅气~~啧啧，经典黑帮电影~！,2010-02-11
327,David,5,一个七十多岁的老人在你面前喝着陈年的老酒跟你讲述着他的爱情,2012-07-19
328,wp5501666,4,和妈妈一起看的。看之前对其中的经典台词略知一二。可是。不知是翻译的缘故还是怎么。没听到那句我印象最深的“不要憎恨你的敌人，这会影响你的判断”。另。人名太长太多。记不住。看得很累。常对不上号。以后有机会重温吧！,2009-07-26
329,Lan~die,5,"一部真正的男人电影,一部两代男人的奋斗史，一部男人的教科书，永垂不朽的传世之作。自《公民凯恩》以来最出色的一部美国影片，把黑手党作为一个隐喻，不仅暗指非法生意的腐朽，而且暗指着所有的权力中心──其中主要包括政府的腐败。反映一个家族在困境中生存、在逆境中挣扎、在顺境中力图重生的轨迹，描绘出一幅气势恢弘的社会图卷。",2006-10-07
330,乃耗先森,5,有人说沉闷有人说看不懂，暗自庆幸看过原著再看电影，完全就是原著的感觉。这部戏里虽然影帝是白兰度，但我的focus都在pacino,2013-03-03
331,kimifans,4,因为先看女人香，再看教父。觉得自己错过al pacino最好的岁月了。,2011-03-09
332,FEiє(･Θ･｡)э››~,5,近三个小时片长我看得毫无尿点，果然是天生的男♂孩纸。很多桥段都很值得回味，然后其实我不是来看帕西诺叔的，是白兰度爷爷没看够。。。。盖博党感到要爬墙了,2014-06-01
333,Ursula Wang,5,"""Is that true?""""Is that true?""""Is that true?""——""No.""<经典无须更多言语。>",2011-08-19
334,公民阿良,5,I worked my whole life. I don't apologise for taking care of my family.,2018-02-25
335,杜若洲,5,人们尊敬他，爱他，也畏惧他，他是如此复杂，也如此深沉。他深知作为“地下皇帝”所肩负的责任。只要你可以体面地面对这个世界，你也就可以体面地活着。所以他可以漫不经心地与社会各界游刃有余的交往。却也让人认清了一种宿命，一种属于柯里昂家族的宿命，属于那些拥有巨大权力却身不由己的人的宿命。,2011-09-08
336,容貌见附件,5,今天我生日，看过豆瓣250的第125部片。不朽的经典,2011-03-29
337,秋刀鱼木,5,一位z姓大哥曾告诉我：男人最末次的表达方式才是说话，女人却正相反。我当时只有十三岁，被震撼得不敢再跟他说话，但他半裸的照片在我们狐朋狗友之间流传了一段时间。今次我也有同样感受，大小科里昂阁下气宇不凡，很大程度上是由于他们总是词不达意，却处处达意。,2019-07-29
338,K型的小白,4,"虽然先看了小说,剧透光了,但仍觉得很经典很不错!Al Pacino太魅力了!马龙白兰度的气质很符合!　想起了高二那时我用N节语文课+自习课把被砍成十来个单独文件的<教父>电子书看完的",2010-05-04
339,aiesson,5,一直要看2和3，到现在还没看成，一定抽空看了,2009-12-07
340,连城易脆,4,冗长而节奏缓慢，再加上年代久远，动作画面粗糙，实在让人有些打不起精神。电影的主要亮点还是在于马龙白兰度和阿尔帕西诺两大影帝的优雅和帅气...倘若换了人，我个人觉得电影也不过尔尔，如此高的影史地位，略感费解...,2015-06-28
341,糖分王,3,为毛大家都如此爱看？都冲着阿尔帕西诺去的么~~~~~,2010-05-22
342,石汐,4,半年前看教父，我不能理解，也看不懂为什么那么多人奉为经典，仅仅是马龙白兰度的教父并不能说服我。但在看完教父2后，这一切豁然开朗，原来是教父2成就了教父1，更确切的说，当你看完教父2的时候，这个电影才完整，这就是我在教父2时的评价，两者是一个不可分割的整体。所以当别人再抱有疑问，我会告,2010-12-14
343,秋刀鱼,4,四年后重看，挺有味道。权利的博弈，悠扬的音乐，让人不知不觉沉浸其中。Al Pacino年轻时竟然这么帅。,2013-01-09
344,大飞,5,也许，它能成为经典的原因之一就是：女孩子永远看不懂。,2010-12-26
345,马甲,5,#重温# 结尾tom缓缓关上门，把kay隔绝在外时，突然很难过。逃不脱的终究是宿命。纯真好青年mike依旧无法避免地走上了和他父亲一的路。,2012-08-19
346,扣扣,5,如果忽略了上帝的公义，单单论亲情实在是犯罪的良好遮羞布。,2009-09-06
347,Greenfall,5,Godfather确实确实确实确实完全就是一个大BUG。。。,2011-06-05
348,囧之女神daisy,5,这个不说了，蛮好。,2007-11-25
349,Ivan,5,[大学] 黑帮有影响力也总有危机,2007-06-12
350,裸奔的香蕉,3,没有想象中的好 整片就是说里昂家族的兴衰 看着看着 想睡着了,2010-05-08
351,Muyan,4,2012/06/23资料馆《教父》四十周年纪念放映 4K修复版再看 还是草了点,2007-11-26
352,Meetchris,5,其实这是一部讲家庭讲成长的片子，你可以给他另外取一个名字《成长的烦恼-黑帮之子》,2008-11-21
353,浴面葫芦娃,5,需回味的电影，年龄阅历使我仍无法全然了解。一部我目前尚无法评星的电影。或许回味良久，才能给出评价……（后记：三部曲看完，无愧五星！）,2009-05-12
354,J,5,唉...也许演得不好，也许演得很好...没有快进，也没倒退。发型影响女人。智商影响男人。唉。还是改成五分吧。麦克后面很有气势，也不装腔作势的那种。继承...还是一如既往的讨厌女人啊。我喜欢Vito拍拍他儿子们的脸~很亲热。而且，他的确总是表现得很温和、,2016-03-06
355,megumi,5,个人认为教父第一部是最好看的，虽然不如香港黑帮片那样有江湖情怀，但是仍是魅力无穷的黑帮经典,2011-07-25
356,包子,3,其实说是看了也没有认真看，一边运动一边看，加上人脸识别障碍，就没怎么看明白，只觉得感觉教父会不会太累，不仅要顾着自己一个庞大家族，还要去顾着来托自己办事的人，虽然对于本人来说或许也是享受这种庇护神般受大家敬畏的地位，但对我这种独善其身的人说，看着都觉得累,2019-11-12
357,[已注销],5,马龙白兰度那沙哑的声音时时在耳畔回响,2011-10-09
358,亚 南,4,Cinematography:Gordon Willis,2008-03-13
359,yyb,5,教父成长的过程，很多人都喜欢麦克在餐厅里杀人的一幕，我比较喜欢医院里那一幕，迅速发现情况不对、转移病房、观察、利用来探访的糕点师摆空城计、只身阻挡警察，一系列决定如水银泻地冷静流畅。一个人的伟大不是在生下来就决定的，而是在其成长过程中。马龙白兰度的表演更加完美。,2012-01-15
360,·謎語語語語,5,确实是经典，可以列入人生中不得不看的电影,2008-04-28
361,阴暗中的绝望,5,97/100：把批判性如此之强的原作弄成了一部黑帮史诗——尽管如此，这仍是电影史上屈指可数的优秀作品之一。,2011-01-07
362,杨大志°,4,经典的电影，虽然久了但还是很好看,2017-04-19
363,方洛洛,4,公认的经典，我都不好意思说坏话。哈哈,2010-04-02
364,全民娱乐时代,5,前面部分都不温不火的，最后结局比较给力点。公事是公事，私事是私事，成大事者必心狠手辣。,2011-05-08
365,rr_kappa,4,麦克的儿子怎会比他姐姐的孩子还大  本想给三星  多给一星完全是帕西诺的面子,2009-06-15
366,birds,5,年少时最好去感受时光，别来研究电影里的大事。,2012-11-12
367,微热、,4,太！爷！们！了！拜托请拍个教母给我小女森看吧..................,2012-06-30
368,星季,4,唯一缺点就是时间太长，看了3天。。看过小说，没什么印象了。所以说，还是直接看电影来的刺激,2014-04-14
369,一期一会,4,意大利的片子 我都要睡着 不敢乱降经典的分 给个4星 自己不评,2010-01-28
370,有戏,5,增重，把下巴垫高，说话沙哑，马龙贡献影史最伟大的表演,2007-03-17
371,歌词与后摇,5,人物刻画十分细腻！！马龙白兰度神化妆！影片虽长但是不拖沓！！经典大作啊！！,2013-12-26
372,♣乌袭。,5,喜欢大哥，可是打妹夫要真打啊，老教父太有范儿了。虽然早被剧透完了，但还是完整看下来~,2013-07-23
373,骄傲无可救药,5,就是这部片子，让我以为意大利到处都是黑手党,2011-03-21
374,夏夏夏夏夏夏夏,5,没啥可说的，你是最牛与最爱,2010-07-27
375,水红,5,若干年后我们才有了大哥这样一个职位，嘿嘿，正如它们的辈分…,2010-10-04
376,腹有诗书肚子大,5,在处理与索拉索家族斗争的事件里，麦克第一次展现了他的领导魄力。当山提诺冲动的指挥着家族，汤姆哈金按着索拉索的指示不断恐吓其事煽动求和，麦克坐在众人中央冷静谋划着复仇行动。众人报以哄堂笑声，麦克却冷静的分析利弊，并最终为父亲维多·柯里昂复仇成功。他的胆魄与决心已并非黑道莽夫，他的冷静与理性亦胜过众人，他是天生的领袖。,2014-06-23
377,马嗑菠萝,5,每次看都有不同的感触，结尾的设定和情节的相互照应太经典了，何为知行合一，言行一致,2011-04-13
378,saturdaylou,4,"#SIFF# 这其实是讲michael corleone如何一步步穿成leonard cohen, 头婚跳舞时我都想帮他伴唱dance me to the end of love了",2014-06-17
379,AmeN,5,重看《godfather》，发现原来我之前什么都没有看懂，经典总能让人有新的收获。“I spent my whole life trying not to be careless. Women and children can be careless. But not men. ,2011-07-24
380,奇爱博士,5,均衡完美【BJIFF2015】,2015-04-11
381,习习龙卷风,4,经典在哪里？是不是我应该看完三集再来评价？,2008-07-20
382,神戳戳。,4,剧情是挺紧凑的~~就是好多人长得好像...麦克好帅！,2012-08-11
383,___MR.Louis,5,三年后看的第二遍，显然三年前我还太年轻。世事无常，造化弄人，你为了家庭坚强奋斗，最后会失掉家庭，为了理想不屈不挠，最后还是一无所得。 但是这不代表你成不了一个真正的男人。 因为成为一个男人只需要在不断的必然的失败和挫折里不断努力，努力，再努力，直到你慢慢变老。,2013-03-29
384,非__想,4,11年后重看，技术上，《教父》最大的特点是蒙太奇的大量运用，占据了片中多场重要段落，如27分钟的超长开场，是一个大的交叉蒙太奇。片中人物众多，许多角色的个性细节都在调度里精心体现。主旨上，《教父》的内核则反映了意大利旧势力在新美国的没落，1946年二战后的美国进入“生意就是生意”的时代，而西西里岛的黑帮们，以老柯里昂为首属于传统派，注重家庭观念、家族荣誉，虽然是黑道，但有自己的江湖道义和准则。麦克·柯里昂的成长是一个新美国青年的出发点，西西里岛避难期间的田园生活，也是一个天真梦的幻灭。但因为家族宿命，领导能力出众的麦克不得不复制先辈的荣耀，成为新一代教父，又是一个男人成长题材。,2009-09-14
385,LEO,5,"第一场戏（全黑）:""I believe in America."" ",2010-02-19
386,四平,5,一个规则制定者在面临游戏无规则趋势的局面时的落寞与厌倦，一个无心争斗的人在身处不得安宁的生活时的反抗与深陷。,2011-05-25
387,苏呜呜,5,2014.4.9 finally / 2019.10.28 florence,2014-04-09
388,[已注销],4,对于这么高的评分，我决定打个四星把它拉下来,2010-11-29
389,已注销,5,据说马龙白兰度为了更好的展现出教父稳重感，在嘴里塞了东西使两边腮有肉些 所以有点吐字不清  还有一点不明白的是所有的一切不依靠咒语不依靠毒药来使别人听从自己的命令甚至是献出生命  这是靠的什么？,2012-03-12
390,Η²,4,周六晚正好遇上CCTV6播，久违的夏末客厅一盏暗灯，三个小时看到午夜2点。导演很擅长对众人场景的刻画，浓郁的意大利风情，很自然，让观者能感受氛围。原始的西西里小镇，真应该去意大利之前看这部片。片头婚礼是家族最兴旺的时刻，不由唏嘘，其实父爱如山，教授许多做人的智慧。电影也有BUG  2014.8.24,2014-08-24
391,st_ind,5,The.Godfather.1972.BDRip.x264.iNT-BMDru,2009-02-25
392,悟,5,“永远不要让别人知道你在想什么”...“我会给他一个不能拒绝的条件”....“我用尽一生的精力，试图不让自己变得粗心，女人和小孩可以，但男人不行”...... 马龙白兰度， 阿尔帕西诺.... 两代绝世影帝 ...  麦克最后的蜕变，成熟，凶狠，历练，老练。。。。。人生啊。。。呵,2011-05-07
393,复仇胖王子,5,"有些电影其实不需要打星的，因为这些电影好到没法用分数来衡量。
《教父》我从小学五年级开始看，每年两次。每次都有新感悟，但觉得没有豆瓣9分那个水平。但在初三那个暑假重温的时候，发现这部电影这么美，美在展现对于男权主义的展现和励志片和家庭片手法拍黑帮电影。宏伟的史诗却始终紧扣一个家族。",2018-02-09
394,曹苍狗,4,"冲着""经典""二字,自虐般看完三个小时的打打杀杀.对""规则""和""公平""的思考充斥整个观影过程:美国梦--实际上是对完善的规则和制度的信赖,终究敌不过强者逻辑的社会本质;社会正义公平需要轮到一个从事非法行业的大家族来用强权维护.永远不要忽视""社会规则""下的human element.",2009-08-06
395,兜小猪,5,第一部毫无疑问看得4白兰度，可惜我当时还不认识这个人~他有着山一般的坚定与宽广，以至于他到底那一刻我真的觉得地颤抖了…,2007-05-18
396,Gianna,5,厚重而复杂的剧情，看到头晕眼花，不过，真的很感人~！,2007-12-26
397,锴,5,"1、巨大财富的背后,都隐藏着罪恶。 
　　2、政治和犯罪是一样的。 
　　3、金融就是手枪，政治就是知道何时扣动扳机。 
　　4、无法掌控权力的人将被权力毁灭。 
　　5、一个提着公文包的律师所抢到的钱比一千个拿着冲锋枪的抢到的钱还要多。 
　　6、世界上有什么事情能那么肯定？只有一个---复仇。",2013-08-27
398,杨三疯,5,黑帮片鼻祖。男人不要记恨你的敌人，这样才不会让你失去理智，四十年前的老片，看起来170分钟，一点也不觉得无聊,2015-02-01
399,eipoz,3,拍摄和光影很好，其他的被过度神话了。就像网络小说榜单作品一样。深度甚至说 不如白兰度的《巴黎最后的探戈》。再有里面的台词当做名人名言一样，只是漂亮的话而已。,2019-10-05
400,微喵的兔姑娘,5,教父系列最喜欢第一部第二部,2008-11-01
401,阿作也不是很作,5,所谓经典！大爱马龙白兰度，大赞阿尔帕西诺！,2008-12-21
402,ANNXXNA,4,"“金融就是手枪，政治就是知道何时扣动扳机。” 
",2011-01-02
403,Jason_波波,4,连着三天看教父三部曲 说来惭愧 时隔40多年的片子今天才看 严格意义上讲 教父系列应该不属于传记片 但其拍摄的视角却始终跟随着教父本身 从第一代到第三代 白兰度的演技已深入人心无需多言 而后两代教父的饰演者显然很难超越第一任 剧情在今天看来稍显无力 使得每集3小时的时长有些熬人 不会再看第二遍,2014-01-03
404,century,2,"It's out of date. It's hard for me to appreciate it. Nowdays fashion is fantastic picture and shocking music. But it's still IMDB No. 2. Too old for me, 1972.",2011-08-08
405,光与影,5,什么？你没看过教父？什么你敢自称你有文化？,2009-03-26
406,_Esperanza__,4,优雅。冲突段落沉静而饱含张力。杰作，但还没有那么伟大。,2014-02-25
407,andybluea,5,这是黑帮片的始祖从此以后的黑帮片大都走不出这个套路弗朗西斯自编自导这真是纯技术活啊白兰度的演技无可挑剔稳准狠三字恰到好处阿尔帕西诺更是锋芒毕露只是我听不懂他在饭店里面的那段意大利语因为没有翻译但是我想不能看见翻译更能加深我的紧张酷 顺便说一句我爱黛安基顿因为年轻时候她太美了,2012-03-09
408,小缎,5,曾经遥远的故事，与现实重合。I spent all my life not to be stupid. 不是为了驾驭规则，只不过是为了不被他人摆布。,2016-03-08
409,慕童,5,记住这是一部七十年代的片子~想想我们敬爱的国家七十年代在干嘛~就知道为什么要给五星了~马龙白兰度是有一种范儿~这就是巨星,2012-06-30
410,mecca,4,4+ 在等到大荧幕之前。干净、节制（原来有预算原因）、腔调、演技、配乐。完美展现了末代头人魅力以及，从某个角度讲，虚伪的家族主义。故事是好故事，讲得也漂亮。可若论影史TOP10，似有过誉之嫌（当然和受众三观也好有关系）。,2014-03-17
411,猎隼,4,《教父》的剧本可以用“大巧不工、举重若轻”八个字来形容，全片节奏缓慢，几乎没有特别戏剧化的表演，但也恰恰因此而让故事充满张力，所有的情绪都在水面之下涌动。据说科波拉曾经因为担心被指美化黑帮而拒绝执导本片，不过我想这样的担心完全是多余的。,2017-11-07
412,懒狗,5,最爱的电影了，无法超越的黑帮片,2009-09-09
413,coolio,5,"第1回：“不要告诉别人你的想法”“女人孩子可以无忧无虑，男人不行”。
第2回（2009-10-25）：观影前特意查阅了黑手党，得以理解剧情。力荐！",2008-07-05
414,renna,5,为了爸爸，麦克放弃自己的梦想，成为了教父。。。这样的抉择。。。,2008-04-19
415,往事如烟,5,伟大的人不是生下来就伟大的，而是在成长过程中显示其伟大的。 ,2010-10-31
416,deargod3277,5,第一代教父真是受人尊重，真的是男人都应该看一看教父，什么叫责任什么叫理智什么成熟、,2011-04-13
417,Gemini,4,不要憎恨你的敌人，也不要让别人知道你的想法。,2008-10-09
418,军刺剃刀,5,很长，而且不得不承认我看到一半确实干别的去了,2013-08-02
419,鸟甲,4,"New Haven, Netflix DVD",2008-09-27
420,浮生若梦,5,阿尔帕西诺不怒自威的表情实在是太适合演这个角色了，马龙白兰度演的教父即威严又不缺温情。在这个黑帮家族里，亲情是最重要的。,2013-08-22
421,唐小万,4,只有我一个人的关注点是黛安基顿吗。莫名喜欢结尾。,2015-04-19
422,bookbug,5,沉静的夜里，重温经典，品味古铜色的光影画面和黑帮情仇,2015-05-11
423,火柴人,5,Marlon Brando演的就是经典,2010-08-27
424,Jacky,5,一连看完《教父》三部曲的。永远的经典！,2009-09-19
425,..去遠行℡,5,"2 3 在我电脑里存了很多年了、他们表示想发霉、= =
除了敬佩没别的。 这才是霸主之姿。",2010-12-04
426,freesia,5,不愧是经典。故事、演技、灯光、音乐。。。。。。。。。,2012-10-17
427,Mophister,4,2006-07-01，第一遍。2013-06-16，第二遍。深深为两代教父的老谋深算、沉稳、局面把控、对感情的控制、家族观念、冷酷所打动，干大事当头子是需要点特质的。,2006-07-07
428,漫步云端,5,最早看的阿尔·帕西诺主演的片子是《闻香识女人》，一直以为他是演技派演员，没想到看过这部阿尔·帕西诺  年轻时候扮演的片子，原来阿尔·帕西诺 年轻时候长得是如此青葱帅气，就是有点矮。这应该是他的成名作吧？哈哈，,2017-02-25
429,半城风月,5,经典好电影。,2017-02-26
430,魔女幼汐,5,真是百看不厌！老教父太绝了，如同鬼影存在于后两部里,2009-06-08
431,咖喱娜,5,看了一遍又一遍竟然无法自拔,2010-02-25
432,江央还没整明白,5,我已词穷/BUT你们造在电影院/看教父/的爽快感/吗/尤其是/大光明的1号厅/还是4K修复版/爽里带着腔调/你们感受下好吗,2014-06-17
433,vanon,4,就是一篇叙事电影 看不出那么多感慨 倒是拍摄手法 和场景细节值得深思,2012-01-23
434,▲,5,"I don't care what you did is right or wrong, I want you know only me have the right to make decision, cause I am the godfather until my deat",2008-07-31
435,栖云,5,男人必看之经典电影。是男人必看，女人看了应该没多大感觉。与《肖申克》相比一个是正面一个是负面，一个是启发对于个人人生的意义，一个是探讨对于家族兴衰的责任。《教父》展示了其家族中一个真正的男人是怎样炼成的，智谋，原则，胆略等等，如何从一个书生慢慢成长为家族的掌舵人，教父和新一代教父所展现出的素质令我十分钦佩。,2009-05-02
